region,ssf_live,ssf_live_inland,ssf_live_marine,n
Africa,59.56767874,59.56767874,59.56767874,53
Americas,17.685641630000003,17.685641630000003,17.685641630000003,33
Asia,403.88558323999985,403.88558323999985,403.88558323999985,49
Europe,4.243848390000001,4.243848390000001,4.243848390000001,40
Oceania,6.357077980000001,6.357077980000001,6.357077980000001,12
