region,ssf_emp,ssf_emp_inland,ssf_emp_marine,n
Africa,8.96042132,8.96042132,8.96042132,53
Americas,3.600147809999999,3.600147809999999,3.600147809999999,33
Asia,46.132988329999975,46.132988329999975,46.132988329999975,49
Europe,0.9783831700000001,0.9783831700000001,0.9783831700000001,40
Oceania,0.5287884400000001,0.5287884400000001,0.5287884400000001,12
