region,ssf_catch,ssf_catch_marine,ssf_catch_inland,p_marine,n
Africa,6.234070325664014,3.1431003808739995,3.090969944790014,0.5041810914347066,54
Americas,5.599794122007561,5.017452787844,0.58234133416356,0.8960066528383748,36
Asia,23.67923398977566,15.685351397276401,7.993882592499261,0.6624095781159602,46
Europe,1.2693663803427948,0.8611409397931469,0.40822544054964804,0.6784021958739714,39
Oceania,0.500549840921439,0.3926934842496,0.107856356671839,0.7845242414355957,11
