ssf_v_portions,ssf_v_total_employment,ssf_v_women_employment,ssf_v_livelihood,ssf_v_total_catch,region
0.42627236371921656,0.8916924654557015,0.8976800531879582,0.9533621857277748,0.4026271813603187,global
